n,r,m
(:Entity {name: Ushas}),[:REL {type: Sister Of}],(:Entity {name: Adityas})
(:Entity {name: Ushas}),[:REL {type: Daughter Of}],(:Entity {name: Dyaus})
(:Entity {name: EKALAVYA}),[:REL {type: Killed By}],(:Entity {name: Krishna})
(:Entity {name: EKALAVYA}),[:REL {type: Wife Of}],(:Entity {name: Siva})
(:Entity {name: EKALAVYA}),[:REL {type: Aunt Of}],(:Entity {name: Siva})
(:Entity {name: EKALAVYA}),[:REL {type: Son Of}],(:Entity {name: Deva-sravas})
(:Entity {name: EKALAVYA}),[:REL {type: Grandson Of}],(:Entity {name: Deva-sravas})
(:Entity {name: EKALAVYA}),[:REL {type: Brother Of}],(:Entity {name: Vasu-})
(:Entity {name: EKALAVYA}),[:REL {type: Brother Of}],(:Entity {name: Satru-ghna})
(:Entity {name: EKASHTAKA}),[:REL {type: Mother Of}],(:Entity {name: Indra})
(:Entity {name: EKASHTAKA}),[:REL {type: Daughter Of}],(:Entity {name: Prajapati})
(:Entity {name: GADA}),[:REL {type: Brother Of}],(:Entity {name: Krishna})
(:Entity {name: GADHI}),[:REL {type: Father Of}],(:Entity {name: Viswamitra})
(:Entity {name: GADHI}),[:REL {type: Son Of}],(:Entity {name: Kusamba})
(:Entity {name: GALAVA}),[:REL {type: King Of}],(:Entity {name: Kasi})
(:Entity {name: GALAVA}),[:REL {type: King Of}],(:Entity {name: Ayodhya})
(:Entity {name: GALAVA}),[:REL {type: Son Of}],(:Entity {name: Viswamitra})
(:Entity {name: GALAVA}),[:REL {type: King Of}],(:Entity {name: Bhoja})
(:Entity {name: Subala}),[:REL {type: Father Of}],(:Entity {name: Gandhari})
(:Entity {name: Subala}),[:REL {type: king}],(:Entity {name: Gandhara})
(:Entity {name: GANGA}),[:REL {type: Mother Of}],(:Entity {name: Bhishma})
(:Entity {name: GANGA}),[:REL {type: Daughter Of}],(:Entity {name: Mena})
(:Entity {name: GANGA}),[:REL {type: Daughter Of}],(:Entity {name: Himavat})
(:Entity {name: GANGA}),[:REL {type: Wife Of}],(:Entity {name: Santanu})
(:Entity {name: GANGA}),[:REL {type: Mother Of}],(:Entity {name: Kartikeya})
(:Entity {name: GANGA}),[:REL {type: Called}],(:Entity {name: Bhagirathi})
(:Entity {name: GANGA}),[:REL {type: Called}],(:Entity {name: Gangadhara})
(:Entity {name: GANGA}),[:REL {type: Called}],(:Entity {name: Kumarasi})
(:Entity {name: Kartikeya}),[:REL {type: Vahana}],(:Entity {name: Peacock})
(:Entity {name: GARGA}),[:REL {type: Son Of}],(:Entity {name: Vitatha})
(:Entity {name: GARGYA}),[:REL {type: Son Of}],(:Entity {name: Balaki})
(:Entity {name: Vinata}),[:REL {type: daughter}],(:Entity {name: Daksha})
(:Entity {name: Vinata}),[:REL {type: Daughter of}],(:Entity {name: Daksha})
(:Entity {name: Vinata}),[:REL {type: Wife of}],(:Entity {name: Kasyapa})
(:Entity {name: Vinata}),[:REL {type: Child}],(:Entity {name: Garuda})
(:Entity {name: Vinata}),[:REL {type: rival}],(:Entity {name: Kadru})
(:Entity {name: Vinata}),[:REL {type: Child}],(:Entity {name: Tarkshya})
(:Entity {name: Tarkshya}),[:REL {type: Personification Of}],(:Entity {name: Sun})
(:Entity {name: Tarkshya}),[:REL {type: Later Applied To}],(:Entity {name: Garuda})
(:Entity {name: GATHA}),[:REL {type: Called}],(:Entity {name: Lalitavistara})
(:Entity {name: GATHA}),[:REL {type: Called}],(:Entity {name: Gathas})
(:Entity {name: GAUTAMA}),[:REL {type: Husband Of}],(:Entity {name: Ahalya})
(:Entity {name: GAUTAMA}),[:REL {type: Son Of}],(:Entity {name: Gotama})
(:Entity {name: GAUTAML 1}),[:REL {type: Epithet Of}],(:Entity {name: Durga})
(:Entity {name: GHATOTKACHA}),[:REL {type: Killed by}],(:Entity {name: Karna})
(:Entity {name: GHATOTKACHA}),[:REL {type: Son Of}],(:Entity {name: Bhima})
(:Entity {name: GHATOTKACHA}),[:REL {type: Son Of}],(:Entity {name: Hidimbi})
(:Entity {name: GHATOTKACHA}),[:REL {type: Father Of}],(:Entity {name: Barbarika})
(:Entity {name: GHATOTKACHA}),[:REL {type: Husband Of}],(:Entity {name: Ahilawati})
(:Entity {name: GHATOTKACHA}),[:REL {type: Father Of}],(:Entity {name: Anjanaparva})
(:Entity {name: GHATOTKACHA}),[:REL {type: Father Of}],(:Entity {name: Meghavarna})
(:Entity {name: Barbarika}),[:REL {type: Father Of}],(:Entity {name: Khatu Shyamji})
(:Entity {name: GHOSHA}),[:REL {type: Daughter Of}],(:Entity {name: Kakshivat})
(:Entity {name: GOBHILA}),[:REL {type: Slain By}],(:Entity {name: Krishna})
(:Entity {name: GOTAMA}),[:REL {type: Called}],(:Entity {name: Gautama})
(:Entity {name: Gritsa-mada}),[:REL {type: rescued by}],(:Entity {name: Indra})
(:Entity {name: Gritsa-mada}),[:REL {type: assumed form of}],(:Entity {name: Indra})
(:Entity {name: Gritsa-mada}),[:REL {type: saved}],(:Entity {name: Indra})
(:Entity {name: Gritsa-mada}),[:REL {type: also known as}],(:Entity {name: Saunaka})
(:Entity {name: Gritsa-mada}),[:REL {type: also known as}],(:Entity {name: Bhrigu})
(:Entity {name: Gritsa-mada}),[:REL {type: son}],(:Entity {name: Suna-hotra})
(:Entity {name: Gritsa-mada}),[:REL {type: ancestor}],(:Entity {name: Sunaka})
(:Entity {name: Gritsa-mada}),[:REL {type: son}],(:Entity {name: Vita-havya})
(:Entity {name: Gritsa-mada}),[:REL {type: also known as}],(:Entity {name: Angirasa})
(:Entity {name: Gritsa-mada}),[:REL {type: Son of}],(:Entity {name: Vitahavya})
(:Entity {name: Suna-hotra}),[:REL {type: descendant}],(:Entity {name: Pururavas})
(:Entity {name: Pururavas}),[:REL {type: ancestor}],(:Entity {name: Lunar race})
(:Entity {name: Sunaka}),[:REL {type: father}],(:Entity {name: Saunaka})
(:Entity {name: Vita-havya}),[:REL {type: king}],(:Entity {name: Haihayas})
(:Entity {name: HAIHAYA}),[:REL {type: Son Of}],(:Entity {name: Manu})
(:Entity {name: HAIHAYA}),[:REL {type: Son Of}],(:Entity {name: Yadu})
(:Entity {name: HAIHAYA}),[:REL {type: Grandson Of}],(:Entity {name: Yadu})
(:Entity {name: HAIHAYA}),[:REL {type: Son Of}],(:Entity {name: Bahu})
(:Entity {name: Yadu}),[:REL {type: son}],(:Entity {name: Yayati})
(:Entity {name: Yadu}),[:REL {type: Son of}],(:Entity {name: Yayati})
(:Entity {name: HARI-DWARA}),[:REL {type: Son Of}],(:Entity {name: Tri-sanku})
(:Entity {name: HARITA}),[:REL {type: Son Of}],(:Entity {name: Yuvanaswa})
(:Entity {name: HARITA}),[:REL {type: Son Of}],(:Entity {name: Chyavana})
(:Entity {name: Yuvanaswa}),[:REL {type: King of}],(:Entity {name: Solar race})
(:Entity {name: Yuvanaswa}),[:REL {type: Father Of}],(:Entity {name: Mandhatri})
(:Entity {name: HASYARNAVA}),[:REL {type: Killed By}],(:Entity {name: Vishnu})
(:Entity {name: HASYARNAVA}),[:REL {type: Form Of}],(:Entity {name: Vishnu})
(:Entity {name: HASYARNAVA}),[:REL {type: Named}],(:Entity {name: Jagadisa})
(:Entity {name: HIMAVAT}),[:REL {type: Father Of}],(:Entity {name: Uma})
(:Entity {name: HIMAVAT}),[:REL {type: Husband Of}],(:Entity {name: Mena})
(:Entity {name: HIRANYAKSHA}),[:REL {type: Killed By}],(:Entity {name: Vishnu})
(:Entity {name: HIRANYAKASIPU}),[:REL {type: Slain By}],(:Entity {name: Vishnu})
(:Entity {name: HITOPADESA}),[:REL {type: Called}],(:Entity {name: Pancha-tantra})
(:Entity {name: HUNAS}),[:REL {type: Called}],(:Entity {name: Hiina})
(:Entity {name: IDA}),[:REL {type: Wife Of}],(:Entity {name: Budha})
(:Entity {name: IDA}),[:REL {type: Named}],(:Entity {name: Ila})
(:Entity {name: Budha}),[:REL {type: Son of}],(:Entity {name: Tara})
(:Entity {name: Budha}),[:REL {type: Son of}],(:Entity {name: Soma})
(:Entity {name: Budha}),[:REL {type: Son Of}],(:Entity {name: Soma and Tara})
(:Entity {name: Ila}),[:REL {type: Mother Of}],(:Entity {name: Pururavas})
(:Entity {name: Ila}),[:REL {type: Wife Of}],(:Entity {name: Budha})
(:Entity {name: IDAVLDA}),[:REL {type: Wife Of}],(:Entity {name: Pulastya})
(:Entity {name: IDAVLDA}),[:REL {type: Mother Of}],(:Entity {name: Kuvera})
(:Entity {name: IDAVLDA}),[:REL {type: Daughter Of}],(:Entity {name: Trinabindu})
(:Entity {name: IDAVLDA}),[:REL {type: Wife Of}],(:Entity {name: Visravas})
(:Entity {name: IDAVLDA}),[:REL {type: Mother Of}],(:Entity {name: Visravas})
(:Entity {name: Visravas}),[:REL {type: Son of}],(:Entity {name: Pulastya})
(:Entity {name: Visravas}),[:REL {type: father of}],(:Entity {name: Ravana})
(:Entity {name: Visravas}),[:REL {type: father of}],(:Entity {name: Kuvera})
(:Entity {name: Visravas}),[:REL {type: Son of}],(:Entity {name: Ilavida})
(:Entity {name: Visravas}),[:REL {type: Also known as}],(:Entity {name: Half of Pulastya})
(:Entity {name: IKSHWAKU}),[:REL {type: Son Of}],(:Entity {name: Vivaswat})
(:Entity {name: IKSHWAKU}),[:REL {type: Named}],(:Entity {name: Nimi})
(:Entity {name: Vivaswat}),[:REL {type: Husband Of}],(:Entity {name: Saranyu})
(:Entity {name: Nimi}),[:REL {type: Son Of}],(:Entity {name: Ikshvaku})
(:Entity {name: Indrani}),[:REL {type: wife}],(:Entity {name: Indra})
(:Entity {name: Maruts}),[:REL {type: Sons Of}],(:Entity {name: Rudra})
(:Entity {name: Meghanada}),[:REL {type: defeated}],(:Entity {name: Indra})
(:Entity {name: Meghanada}),[:REL {type: son}],(:Entity {name: Ravana})
(:Entity {name: Meghanada}),[:REL {type: also known as}],(:Entity {name: Indrajit})
(:Entity {name: Daityas}),[:REL {type: Supported}],(:Entity {name: Soma})
(:Entity {name: Swarga}),[:REL {type: Also Known As}],(:Entity {name: Sairibha})
(:Entity {name: Swarga}),[:REL {type: Also Known As}],(:Entity {name: Misrakavana})
(:Entity {name: Swarga}),[:REL {type: Also Known As}],(:Entity {name: Tavisha})
(:Entity {name: Swarga}),[:REL {type: Also Known As}],(:Entity {name: Tridivam})
(:Entity {name: Swarga}),[:REL {type: Also Known As}],(:Entity {name: Tripishiapam})
(:Entity {name: Swarga}),[:REL {type: Also Known As}],(:Entity {name: Trdhwaloka})
(:Entity {name: INDU}),[:REL {type: King Of}],(:Entity {name: Vidarbha})
(:Entity {name: INDU}),[:REL {type: Sister Of}],(:Entity {name: Bhoja})
(:Entity {name: IRAVAT}),[:REL {type: Son Of}],(:Entity {name: Arjuna})
(:Entity {name: ISWARA KRISHNA}),[:REL {type: Called}],(:Entity {name: Sankhya})
(:Entity {name: JABALI}),[:REL {type: Form Of}],(:Entity {name: Vishnu})
(:Entity {name: JABALI}),[:REL {type: Named}],(:Entity {name: Indradyumna})
(:Entity {name: JAHNU}),[:REL {type: Daughter Of}],(:Entity {name: Jahnu})
(:Entity {name: JAHNU}),[:REL {type: Called}],(:Entity {name: Jahnavi})
(:Entity {name: JALA-SAYIN}),[:REL {type: Descendant Of}],(:Entity {name: Bhrigu})
(:Entity {name: JALA-SAYIN}),[:REL {type: Daughter Of}],(:Entity {name: King})
(:Entity {name: JALA-SAYIN}),[:REL {type: Son Of}],(:Entity {name: Richika})
(:Entity {name: JALA-SAYIN}),[:REL {type: Son Of}],(:Entity {name: Aichika})
(:Entity {name: JAMBAVAT}),[:REL {type: Slain By}],(:Entity {name: Jambavat})
(:Entity {name: JAMBAVAT}),[:REL {type: Called}],(:Entity {name: Syamantaka})
(:Entity {name: Jambavat}),[:REL {type: King Of}],(:Entity {name: Bears})
(:Entity {name: Syamantaka}),[:REL {type: Given By}],(:Entity {name: Surya})
(:Entity {name: Syamantaka}),[:REL {type: Given To}],(:Entity {name: Satrajita})
(:Entity {name: JAMBHA}),[:REL {type: Fought With}],(:Entity {name: Arjuna})
(:Entity {name: JAMBHA}),[:REL {type: Killed By}],(:Entity {name: Krishna})
(:Entity {name: JAMBHA}),[:REL {type: Slain By}],(:Entity {name: Indra})
(:Entity {name: JAMBHA}),[:REL {type: Killed By}],(:Entity {name: Hanuman})
(:Entity {name: JAMBHA}),[:REL {type: Called}],(:Entity {name: Jambhabhedin})
(:Entity {name: JANAKA}),[:REL {type: Father Of}],(:Entity {name: Sita})
(:Entity {name: JANAKA}),[:REL {type: King Of}],(:Entity {name: Mithila})
(:Entity {name: JANAKA}),[:REL {type: King Of}],(:Entity {name: Videha})
(:Entity {name: JANAKA}),[:REL {type: Called}],(:Entity {name: Janaka})
(:Entity {name: JANAKA}),[:REL {type: Called}],(:Entity {name: Siradhwaja})
(:Entity {name: Videha}),[:REL {type: Capital}],(:Entity {name: Mithila})
(:Entity {name: Videha}),[:REL {type: Meaning}],(:Entity {name: Ancient country})
(:Entity {name: Janaka}),[:REL {type: father of}],(:Entity {name: Sita})
(:Entity {name: Janaka}),[:REL {type: Also Known As}],(:Entity {name: Vaideha})
(:Entity {name: JANAMEJAYA}),[:REL {type: Great-Grandson Of}],(:Entity {name: Arjuna})
(:Entity {name: JANAMEJAYA}),[:REL {type: Son Of}],(:Entity {name: Parikshit})
(:Entity {name: JANAMEJAYA}),[:REL {type: Called}],(:Entity {name: Sarpasattrin})
(:Entity {name: JARAS}),[:REL {type: Worshipper Of}],(:Entity {name: Siva})
(:Entity {name: JARAS}),[:REL {type: Killed By}],(:Entity {name: Bhima})
(:Entity {name: JARAS}),[:REL {type: Son Of}],(:Entity {name: Brihadretha})
(:Entity {name: JARAS}),[:REL {type: Named}],(:Entity {name: Jara})
(:Entity {name: JATASURA}),[:REL {type: Killed By}],(:Entity {name: Bhima})
(:Entity {name: JATAYU}),[:REL {type: Friend Of}],(:Entity {name: Dasaratha})
(:Entity {name: JATAYU}),[:REL {type: Son Of}],(:Entity {name: Aruna})
(:Entity {name: JATILA}),[:REL {type: Daughter Of}],(:Entity {name: Dhritarashtra})
(:Entity {name: JATILA}),[:REL {type: King Of}],(:Entity {name: Sindhu})
(:Entity {name: JATILA}),[:REL {type: Daughter Of}],(:Entity {name: Gotama})
(:Entity {name: JAYANTA}),[:REL {type: Son Of}],(:Entity {name: Indra})
(:Entity {name: JAYANTA}),[:REL {type: Called}],(:Entity {name: Jaya})
(:Entity {name: JAYANTI}),[:REL {type: Daughter Of}],(:Entity {name: Indra})
(:Entity {name: JIMOTA}),[:REL {type: Killed By}],(:Entity {name: Bhima})
(:Entity {name: JUSHKA}),[:REL {type: Wife Of}],(:Entity {name: Siva})
(:Entity {name: JYAMAGHA}),[:REL {type: Named}],(:Entity {name: Vidarbha})
(:Entity {name: KABANDHA}),[:REL {type: Slain By}],(:Entity {name: Rama})
(:Entity {name: KABANDHA}),[:REL {type: Disciple Of}],(:Entity {name: Sumantu})
(:Entity {name: KABANDHA}),[:REL {type: Called}],(:Entity {name: Danu})
(:Entity {name: KACHA}),[:REL {type: Son Of}],(:Entity {name: Brihaspati})
(:Entity {name: KACHA}),[:REL {type: Disciple Of}],(:Entity {name: Sukra})
(:Entity {name: Sukra}),[:REL {type: Cursed}],(:Entity {name: Vishnu})
(:Entity {name: Sukra}),[:REL {type: Asked Boon From}],(:Entity {name: Siva})
(:Entity {name: Sukra}),[:REL {type: Priest Of}],(:Entity {name: Bali})
(:Entity {name: Sukra}),[:REL {type: Son Of}],(:Entity {name: Bhrigu})
(:Entity {name: Sukra}),[:REL {type: Priest Of}],(:Entity {name: Daityas})
(:Entity {name: Sukra}),[:REL {type: Also Known As}],(:Entity {name: Usanas})
(:Entity {name: Sukra}),[:REL {type: Son Of}],(:Entity {name: Kavi})
(:Entity {name: Sukra}),[:REL {type: Also Known As}],(:Entity {name: Kavi})
(:Entity {name: Sukra}),[:REL {type: Husband Of}],(:Entity {name: Susuma})
(:Entity {name: Sukra}),[:REL {type: Father Of}],(:Entity {name: Devayani})
(:Entity {name: Sukra}),[:REL {type: Also Known As}],(:Entity {name: Bhargava})
(:Entity {name: KAIKASI}),[:REL {type: Mother Of}],(:Entity {name: Ravana})
(:Entity {name: KAIKASI}),[:REL {type: Wife Of}],(:Entity {name: Visravas})
(:Entity {name: KAKSHIVAT}),[:REL {type: Son Of}],(:Entity {name: Dirgha-tamas})
(:Entity {name: KAKSHIVAT}),[:REL {type: Called}],(:Entity {name: Pajriya})
(:Entity {name: KALA}),[:REL {type: Form Of}],(:Entity {name: Time})
(:Entity {name: KALAKA}),[:REL {type: Daughter Of}],(:Entity {name: Daksha})
(:Entity {name: KALAKA}),[:REL {type: Wife Of}],(:Entity {name: Kasyapa})
(:Entity {name: KALAKA}),[:REL {type: Married To}],(:Entity {name: Kasyapa})
(:Entity {name: KALAKA}),[:REL {type: Called}],(:Entity {name: Paulomas})
(:Entity {name: KALANAS}),[:REL {type: Killed By}],(:Entity {name: Vishnu})
(:Entity {name: KALANAS}),[:REL {type: Uncle Of}],(:Entity {name: Ravana})
(:Entity {name: KALANAS}),[:REL {type: Son Of}],(:Entity {name: Virochana})
(:Entity {name: KALANAS}),[:REL {type: Grandson Of}],(:Entity {name: Hiranya-kasipu})
(:Entity {name: KALANAS}),[:REL {type: Son Of}],(:Entity {name: Hiranya-kasipu})
(:Entity {name: KALANAS}),[:REL {type: Named}],(:Entity {name: Garga})
(:Entity {name: KALKI}),[:REL {type: Descendant Of}],(:Entity {name: Ikshwaku})
(:Entity {name: KALKI}),[:REL {type: Son Of}],(:Entity {name: Su-dasa})
(:Entity {name: KALKI}),[:REL {type: Called}],(:Entity {name: Asmaka})
(:Entity {name: KALKI}),[:REL {type: Named}],(:Entity {name: Mitrasaha})
(:Entity {name: KALPA}),[:REL {type: Form Of}],(:Entity {name: Sutras})
(:Entity {name: KAMA}),[:REL {type: Son Of}],(:Entity {name: Lakshmi})
(:Entity {name: KAMA}),[:REL {type: Named}],(:Entity {name: Aniruddha})
(:Entity {name: KAMA}),[:REL {type: Son Of}],(:Entity {name: Dharma})
(:Entity {name: KAMBOJAS}),[:REL {type: Conquered By}],(:Entity {name: King})
(:Entity {name: KANSA}),[:REL {type: Killed By}],(:Entity {name: Krishna})
(:Entity {name: KANSA}),[:REL {type: Son Of}],(:Entity {name: Ugrasena})
(:Entity {name: KANSA}),[:REL {type: King Of}],(:Entity {name: Magadha})
(:Entity {name: KANSA}),[:REL {type: Cousin Of}],(:Entity {name: DevakI})
(:Entity {name: KANSA}),[:REL {type: Called}],(:Entity {name: Kalankura})
(:Entity {name: KAPILA}),[:REL {type: Son Of}],(:Entity {name: Vitatha})
(:Entity {name: KAPILA}),[:REL {type: Father Of}],(:Entity {name: Gotama})
(:Entity {name: KARDAMA}),[:REL {type: Son Of}],(:Entity {name: Daksha})
(:Entity {name: KARDAMA}),[:REL {type: Son Of}],(:Entity {name: Pulaha})
(:Entity {name: Radha}),[:REL {type: mother}],(:Entity {name: Karna})
(:Entity {name: Suta}),[:REL {type: Title Given To}],(:Entity {name: Karna})
(:Entity {name: KARNATA}),[:REL {type: Son Of}],(:Entity {name: Kritavirya})
(:Entity {name: KARNATA}),[:REL {type: Called}],(:Entity {name: Dattatreya})
(:Entity {name: KARTTIKEYA}),[:REL {type: Son Of}],(:Entity {name: Siva})
(:Entity {name: KARTTIKEYA}),[:REL {type: Called}],(:Entity {name: Paravani})
(:Entity {name: KARTTIKEYA}),[:REL {type: Called}],(:Entity {name: Maha-sena})
(:Entity {name: KARTTIKEYA}),[:REL {type: Called}],(:Entity {name: Subrahmanya})
(:Entity {name: KASYAPA}),[:REL {type: Son Of}],(:Entity {name: Brahma})
(:Entity {name: KASYAPA}),[:REL {type: Son Of}],(:Entity {name: Aditi})
(:Entity {name: KASYAPA}),[:REL {type: Son Of}],(:Entity {name: Marichi})
(:Entity {name: KASYAPA}),[:REL {type: Father Of}],(:Entity {name: Manu})
(:Entity {name: KASYAPA}),[:REL {type: Called}],(:Entity {name: Prajapati})
(:Entity {name: KASYAPA}),[:REL {type: Father Of}],(:Entity {name: Vivaswat})
(:Entity {name: KATHARNAVA}),[:REL {type: Called}],(:Entity {name: Brihat-katha})
(:Entity {name: KATYAYANA}),[:REL {type: Called}],(:Entity {name: Varttikas})
(:Entity {name: RO}),[:REL {type: Named}],(:Entity {name: Pushpa-danta})
(:Entity {name: KAUNDINYA}),[:REL {type: Called}],(:Entity {name: Vishnu-gupta})
(:Entity {name: KAUNTEYA}),[:REL {type: Son Of}],(:Entity {name: Kunti})
(:Entity {name: KAUTSA}),[:REL {type: Named}],(:Entity {name: Gopi-natha})
(:Entity {name: KESI}),[:REL {type: Defeated By}],(:Entity {name: Indra})
(:Entity {name: KESI-DHWAJA}),[:REL {type: Son Of}],(:Entity {name: Krita-dhwaja})
(:Entity {name: KETU}),[:REL {type: Son Of}],(:Entity {name: Viprachitti})
(:Entity {name: KETU}),[:REL {type: Called}],(:Entity {name: A-kacha})
(:Entity {name: Viprachitti}),[:REL {type: Son of}],(:Entity {name: Kasyapa})
(:Entity {name: Viprachitti}),[:REL {type: Son of}],(:Entity {name: Danu})
(:Entity {name: KHARA}),[:REL {type: Brother Of}],(:Entity {name: Ravana})
(:Entity {name: KHASA}),[:REL {type: Daughter Of}],(:Entity {name: Daksha})
(:Entity {name: KHASA}),[:REL {type: Wife Of}],(:Entity {name: Kasyapa})
(:Entity {name: KICHAKA}),[:REL {type: Slain By}],(:Entity {name: Bhima})
(:Entity {name: KICHAKA}),[:REL {type: King Of}],(:Entity {name: Virafa})
(:Entity {name: KIM-PURUSHA}),[:REL {type: Called}],(:Entity {name: Aswa-mukhas})
(:Entity {name: KIRATAS}),[:REL {type: Called}],(:Entity {name: Kirantis})
(:Entity {name: KIRMIRA}),[:REL {type: Brother Of}],(:Entity {name: Vaka})
(:Entity {name: KISHKINDHYA}),[:REL {type: Ally Of}],(:Entity {name: Rama})
(:Entity {name: KOSALA}),[:REL {type: Called}],(:Entity {name: Dakshina-Kosala})
(:Entity {name: KOTAVI}),[:REL {type: Mother Of}],(:Entity {name: Bana})
